tag,line,line_type,quire,page,folio,bifolio,section,language,writing_hand,currier_hand,annotations,paragraph,order0,K_topic,topic_id
f35v,1.0,1,E,F,c,3,Herbal,A,1,1,Colour annotation,parchor chocthy roaiin ar qotchy tchey kchor yty dchor choty chyty ytchy qotchy dchy cthy dchokchy chocthy chckhor shol tcheey chkcheeu chcthaiin tcho tchor shol sho co kol oaiin tchor cho chotchy dchold qokchaiin cho ksho choiin okcheey chosar shory qotcheeaiin chodaiin dchaiin aiin aiin ol char od ar chear tcheain shy tar dain ykol cheol okchy tch ydaiin okeey aiin dain chkaly choly qokeeeb chokeeo schokey keol chol sodaiin shy dchy ckhy dan doiin chor chor,134,6:5,5
f36r,1.0,1,E,G,d,4,Herbal,A,1,1,Colour annotation,pchadan qorain chcfhal soiin cphor shaiin cthy dair oral shor ytaiin qotaiin qooldy chty chol dy tor qotchy tchy aiin dolsain,135,6:5,5
f36r,4.0,1,E,G,d,4,Herbal,A,1,1,Colour annotation,podaiir cphy qoypchol somc'ychy dchy fchom qor chol ctholy sorchy sychytaroiin okaiin cthor kaiiin sdain andan qotol cthol dy okchyytororysold ytchor cthol chaiin yd ytodaly otaro,136,6:5,5
f36v,1.0,1,E,H,d,4,Herbal,A,1,1,Colour annotation,pchar asy qoforom shoaiin tchey chckohy otaiin cphar qotor chol otaiin qotor ytar ochor chety ckhor dom dchytchy ytor sotaiin qopchor otar otchaiin qotchor ky ty dydaiin cthor,137,6:5,5
f36v,5.0,1,E,H,d,4,Herbal,A,1,1,Colour annotation,tchor ckhoiin cphchar cthor dys qoky keol okchor chy shan ykshy ytchy dol tydy yky okaiin kcholqod chory ykchotchy daiild oty chcthy ytoryd ytol kchy oty chd oky she cthol oty soiin chtain,138,6:5,5
f37r,1.0,1,E,I,w,4,Herbal,A,1,1,Colour annotation,tocphol shaiin qotor ofchor oty chory otod or ykoiin cthor okaiin qo tchy ytody qokaiin sho ytaiin qo shy qokaiin cthol dy ckhor oky dy,139,6:5,5
f37r,4.0,1,E,I,w,4,Herbal,A,1,1,Colour annotation,pchotchy cfholdar chol daiinyd yky qokchy qotchor chkol otoly shor shol qokchy qotomodydchol sor chey kor qokor,140,6:5,5
f37r,8.0,1,E,I,w,4,Herbal,A,1,1,Colour annotation,koiin chorody qokaiin c'hhory otalshor sheor ykchody qotchy ykaiin chy qotordyotcho loldaiin qoto kchochor dchor chy shy daiinychey kol daiir okchor ckhy dain,141,6:5,5
f37v,1.0,1,E,J,w,4,Herbal,A,1,1,Colour annotation,tshody qocthy qotoldy chopdain sol dor chol cthor orchochor qokchon shy chon dy dshor dytory dshor dchor qotol ykchon dain yokor ytchor saiin oty qotchor,142,6:5,5
f37v,8.0,1,E,J,w,4,Herbal,A,1,1,Colour annotation,qotor choiin chetchy dor chor sho daiiin soiin ch'ey koiin chey tom qotoiin choror cthol chor shyly sheaiin do tody sotoiiin,143,6:5,5
f37v,14.0,1,E,J,w,4,Herbal,A,1,1,Colour annotation,todain cphaiin cphorods soiiin cheoky dain qotor chotaiin sokchor qokoiiin ykeeols oyteey daiinody qkaiin qotal chockahy ykol oshctho do cthols qotol ytoiin chocthhy yto chol,144,6:5,5
f38r,1.0,1,E,K,x,3,Herbal,A,1,1,Colour annotation,tolor chockhyoky choiin okshol oly oky okshey chodysytoiin otaiin otaiin cthar qokor okaiinotaiin qo kchol chokokor ychok chey chckhchy chko odaiin aiin sy kor chey kainchor ctho dain ckholdy ysho sho kosdaiin okoy chochor,145,6:5,5
f38v,1.0,1,E,L,x,3,Herbal,A,1,1,Colour annotation,okchop chol shotol okeea schor aiin choiin shey key sho chol ldyokeaiin kom qokeey keor daiindair okeey aiin qokeey chotey todyoky aiiin qoty chol oteeol dodycheod chody sho keeey key tey daiiindain dain qol chy dain or daiindain daldy aiin char chshol chokaiin,146,6:5,5
f39r,1.0,1,E,M,y,2,Herbal,B,2,2,Colour annotation,tedo chshd cphhofy chdain shey fshy dy orain cheepaiin ofy shey kaly dy olchey qokedy shekshey qolain chckh'hy chdy dair shckhey dold qokalchdy chekaiin checkhy darshed qokeedar eeedy ar cheey dyckhy tchedy chdy olaiin chedy shckhdchy chol or ordy chees aly okalcheg dchdy chdy ykaiin,147,6:4,4
f39r,6.0,1,E,M,y,2,Herbal,B,2,2,Colour annotation,pchdaiin she dam qofchedy shedy kchdy dydy opchekaiin shockhhy shdalo ry dchdar chedy cholal qokedar chdy chckhdy ar al ydy eee aiiin lchedy shedy qokaiin chkeey fchedy okam chcfhhy saiin chckhy daisog tchedy shol odal qokaiin shdaiin,148,6:3,3
f39r,10.0,1,E,M,y,2,Herbal,B,2,2,Colour annotation,pchdar shedy ar aiir okair ykeols shedy qockhdy laiin c'yky dshdy ar aiin yken chdy ykal olkaiin qokaldar cheol aiin tolchdaiin chckhy aiin olor chls aiin oky aiin ytor chdar shey qokaiin chor kar sheolkedy otedy tedy aiin shckhy chekl ol chedy otal chdam qokam qolkain ol cheol ol dld ar ador aiin ofcheefar cholkal qokal ykdy,149,6:3,3
f39v,1.0,1,E,N,y,2,Herbal,B,2,2,Colour annotation,pdair chdy fdykain or air sheykaiiin ofchy kar or aiin dolky oshdy sor shy kar chol qoty kchdy olky chdy ykar olkedaiin ody dy chor okain okaii fchody saiin or aiin qokaiin ytodaiin okam okeey chody cheor aiin okody chodal ykedy qokedy aiin shky ytedykor or sheky kain otar or aiin okaiin ckhol ol kor oto ofchy lkedy okchey shor qoykam cho ckhcfhhy or aly shody,150,6:3,3
f39v,7.0,1,E,N,y,2,Herbal,B,2,2,Colour annotation,pardy shedy qokar sheedy oralyolaiir okar ar oekar aiin olkaiin olky aldshek chek qokchy ain tar aiin ar ain cheor ydamshody okal shd kshy or ar ykar or yky chdy fchorqokain ar sheedy olchef sarol chedy shekam qokar chlykeedy chckhy dalor dy paiin alaiin otal chd okar amokar cheodal ockhy dain ockhedy otedy okedylchdy okaiin daiiin tar aiin okaiin cholody,151,6:3,3
f40r,1.0,1,E,O,z,1,Herbal,B,2,2,Colour annotation,pchey eodar aldydyqoky okal shdy olkedy opches ar ordaiin qokar okar okedy darykchey kaiin okas chedy okar ralos shy qokal chdy chckhdotor aiir ky okolchy qokar okam or aiin chekody darqokol okaiin okar oky okoldy ol lokar qokar okarokol ol chedy qokchd ar ar or dag tor or ar shok or amo lshedy qokam chdy kar oraiin yaiin chekaiin okyycheey,152,6:3,3
f40r,8.0,1,E,O,z,1,Herbal,B,2,2,Colour annotation,ksheo keeey aigkcheo cfhdy or ain chefal dg taiin ol olaiin ordain okaiin okaiin okaiin daram saiin olcheey chdyychey kaar oky ykedy okair ody toar ykaiin ory,153,6:3,3
f40v,1.0,1,E,P,z,1,Herbal,B,2,2,Colour annotation,pchedain chefaiin oldy todar qokaiin ol arag air ain okaiin okam taraiin okaiin chckhy solaiin okar oly chckhy qoeedaiin ol chedy shody qokol chedy ar chodaiin chkalykedy okal tchy pchody pchdy kor ol tchkaiin tchedy qokaiin oraiin schedy qokol chedy dalor aithy ycheekeey okaiin,154,6:3,3
f40v,13.0,1,E,P,z,1,Herbal,B,2,2,Colour annotation,toees chedy kedy olfchedy qokedydaiin chefain saiin lchey kchedy okar qokchdy dyqokees chdy qokchey qody or aiiin kaiin ckhysheod faimy shol kedy lor ar okar qoky kedy ryteey qokam tochey qokeedy qokaiin okeos qokarokees ar oky saiin otain chckhy okal okair arolqokey okary pchedy chetar ofair arody,155,6:3,3
f41r,1.0,1,F,A,a,1,Herbal,B,5,2,Colour annotation,pshey kedaleey oked seekeeeyopshes opchd qotchedy shkakeedy ykeeo alshey ykedy kesh dy dydor ycheoky qokeed chpy qokedy dy qok say qokedy ychdykchdyqokedy qokedy shekchy daly chdchy ytcheeky ypchedy schdyytedy cthhy chees otal dam qotchy yteedy kchdydchedy keedy dchedy dalain,156,6:3,3
